id;message;sentiment
39;It should be the same vaccines for all People in the World;Neutral
40;Everyone should have the opportunity to get the vaccine. And those who have a highly risked job as firefighters, should be first! ;Positive
41;Positive because i think everyone on this Earth should contribute. ;Positive
42;i will not take this vaccine just because they do not want to protect our live, but there power.;Negative
43;The vaccine is a good way to prevent the virus. But in the case of the coronavirus, it is an unfortunate situation, but it is not safe to take the vaccine because of the production time. Normally a vaccine study spends more years of research this one was so fast. I am afraid of the consequences;Negative
44;That is great, just think about the disease and all who dead. The vaccine is good. ;Positive
45;All Vaccines are useful, let us get vaccinated;Positive
46;I find this vaccination business very suspicious. Because I wonder why nothing is said about the remedy. Others who find a cure are not accepted, let alone auditioned, to see how to make their product more credible. But so far nothing is visible.;Neutral
47;In my opinion there are other ways to fight the disease other than the vaccine. And the Negative consequences of this vaccine make it necessary not to trust the vaccine.;Negative
48;Plants like artemesia could have been officialized, but since the world organizations do not have any interest in them, they are neglected.;Negative
49;I congratulate the whole scientific community and the vloggers who are fighting for the promotion and awareness of covid 19 vaccines. It is good to promote.;Positive
50;Covid 19 vaccines are efficient to stop the virus. I will get vaccinated. ;Positive
51;I think it is the best solution of we ever want a normal life after all. COVID-19 is a virus, so I am pretty sure that there will never be a medicin for that. Therefore a vaccine is our best option. ;Positive
52;Vaccination is very important ;Positive
53;There is no certainty that the vaccine will work. It takes at least a year to see how this vaccine works, if it really protects. Finally, I personally will not be able to get vaccinated until I am sure of the reliability of the vaccine.;Neutral
54;I am not in favour with the vaccine . I do not trust this vaccine;Negative
55;Just wait 5 years. I do not want to take a decision now, but does who to get vaccinated, please do it. ;Neutral
56;I am not against the vaccine but I prefer to wait to see the side effects on those who are already vaccinated.;Neutral
57;I do not trust the vaccine. Any vaccine of coronavirus is a precipitation. ;Negative
58;maybe I would, maybe I wouldn't;Neutral
59;I am not for the vaccines because l think that the side effects are bad.;Negative
60;Without the vaccine, I have no worries so far.  Why go for a vaccine that has barely been proven.  A vaccine requires many years of Text.  Which is not the case.  In view of the Negative consequences so far I do not want to take risks with this vaccine;Negative
61;i am against the vaccin,  because i do not know the side effects ;Negative
62;Maybe, maybe I would get vaccinated. Maybe I do not know. ;Neutral
63;#pfizer, #Moderna, #BioNtech, please I do not want to hear about those vaccine. ;Negative
64;Some people thing the desease about covid19 is just for other people. If you want to save your live, go and take your vaccine. ;Positive
65;I do not trust the vaccine maybe because of the press or the side effects. I do not feel the urge to do it because it makes no difference that I am vaccinated or not. However I am willing to vaccinate if I can have a life like before.;Negative
66;There are some one who said the vaccine is good, other one said the vaccine is bad. The media specialy the social media. That is the reason why i am afraid but after five years I will take my decision. ;Neutral
67;There are some one who said the vaccine is good, other one said the vaccine is bad. The media specialy the social media. That is the reason why i am afraid but after five years I will take my decision. Wait i am going to get vaccinated. ;Positive
68;I do not trust vaccines because I think they take away our natural ability to defend ourselves.;Negative
69;In any case we are destined to die whether we are vaccinated or not.;Neutral
70;I believe that to save humanity, it is imperative that we all be vaccinated. This disease is capable of decimating us, we must act very quickly.;Positive
71;I have seen many people around me lose their lives to this damn virus, if the vaccine is the solution to stop this pandemic then I am for mass vaccination.;Positive
72;Just yesterday on the news it was announced that a woman had died after being injected with a dose of the astrazeneca vaccine. We must be wary of these vaccines manufactured in less than a year;Negative
73;Vaccines for COVID 19 is good thing, but come from regions. In case that patients do not have possibility for hospital.;Positive
74;I have always been against vaccines. It is not covid-19 that will change my mind.;Negative
75;Covid-19 is a disease invented by the capitalists to make more money. I will not contribute to this charade.;Negative
76;All vaccines are useful;Positive
77;As soon as the vaccines are available in my region, I vaccinate myself without hesitation.;Positive
78;Vaccinated or not? That is not the question. The important thing is that I can continue writing my book.;Neutral
79;I value my life and the lives of my loved ones, which is why I got the vaccine. I hope to convince my relatives to do more.;Positive
80;The Chinese invented this virus to better control us via 5G technology, I will never be vaccinated.;Negative
81;The day Paul Biya is going to be vaccinated, I will follow his exle;Positive
82;Given the low level of the virus in Africa, i am not sure i will vaccinate.;Negative
83;I will not be vaccinated, no matter what damage this virus will do.;Negative
84;I cannot advise a family member or close friend to go and get vaccinated.;Negative
85;I am against the vaccine;Negative
86;I do not want to get a vaccine because I do not trust the vaccine. I think we should not be limited in certain areas for those who do not want to take a vaccine;Negative
87;I will take the vaccine to save time and energy to go to a shop or restaurant. ;Neutral
88;it is true thag vaccine can have side effects and some people have allergy to it, but statistics says that the percentage of side effect is really low and the dying possibility is about 1 in a million. So it does a lot more good than harm;Positive
89;I do not trust these vaccines, because I believe that they could have harmful health consequences in the long term;Negative
90;i am going to get vaccinated against covid-19 at the end of this month, I trust science;Positive
91;Positiv;Positive
92;I think vaccine is a good thing for the hole word. Since decates people are using vaccines to protect for deseases.;Positive
93;I do not really know what hide in this vaccination. But I think every one should be free to decide if it wants to be vaccine or not. ;Neutral
94;it is useful.... Except AstraZaneca;Positive
95;Covid vaccines have so many Negative side effects. No one knows the long term side effects, and they are not even guaranteed to  prevent COVID. Do not trust the vaccines;Negative
96;I think nothing is clear about this vaccine and besides that they start first with them to show us the good exle;Negative
97;Very good;Positive
98;Just wait 5 years other 6 years. Tomorrow is another day and i am not ready now. ;Negative
99;Frankly it is in this kind of bullshit that our taxes go, it pisses Still!!!;Negative
100;i am fed up with your vaccination stories. I call it dictatorship;Negative
101;You can be vaccinated by Pfizer in January and die of covid-19 in June as the residents of the ehpad where my mother lives testify.... true;Negative
102;Even properly washed hands should not be put to the mouth or nose, I hate this vaccine.;Negative
103;It is known that vaccines reduce the risk of very serious contamination leading to resuscitation.;Positive
104;Like all vaccines, this allow us the immune system to be armed with antibodies in order to avoid developing the serious form of the disease.;Positive
105;advice Talk to your neighbours and family and share your views on vaccines. Get in touch with doctors and pharmacists. Believe me, the covid19 vaccine saves lives.;Positive
106;Coronavirus Australia: As part of the COVID-19 outbreak, Woolworths is offering special shopping hours for the elderly and disabled to encourage vaccination. https://t.co/bInCA9Vp8P;Positive
107;My food supply is not the only one that is empty... the vaccines apparently.;Neutral
108;Please do not panic, there will be vaccines for everyone if you respect the age limits.;Neutral
109;Stay calm, stay safe.;Neutral
111;Me, ready to go to the supermarket during the #COVID19 epidemic, also ready for vaccines.;Positive
112;Not because i am paranoid, but because my food stock is litteraly empty. The #coronavirus is a serious thing, but please, do not panic. It causes shortage.... get vaccinated when it is possible.;Positive
113;"#CoronavirusFrance #restezchezvous #StayAtHome #confinement https://t.co/usmuaLq72n and do not take the vaccine.""";Negative
114;As news of the regional's first confirmed COVID-19 case came out of Sullivan County last week, people flocked to area stores to purchase cleaning supplies, hand sanitizer, food, toilet paper and other goods,  but nobody on vaccine @Tim_Dodson reports https://t.co/cfXch7a2lU;Negative
115;We desperately need a #coronavirus vaccine. For #BigPharma that means raise prices for private profit. Please sign this @GlobalJusticeUK petition demanding that public reasearch money goes with the condition that any vaccine is cheap enough for all of us https://t.co/0NESauWJa8;Positive
116;Colleagues across the country have reported that scammers have been going door to door claiming to be from the NHS and providing a Covid-19 vaccine. There is honestly no reliable vaccine as they have been rushed through for economic purposes.;Negative
117;Urgent travel warnings, supermarket chaos, and the hunt for COVID-19 vaccine. Take a look at the latest news on coronavirus. #9Today https://t.co/OdcA5ZyIw0. do not get vaccinated.;Negative
118;Gov will try to reduce world population via #vaccines.;Negative
119;Today, Jennifer Haller, a healthy mother of two, became the first person in history to test a potential vaccine for COVID-19. We owe her and 44 other people stepping up for human trials a debt of gratitude Ã‚â€“ may their bravery save many lives. https://t.co/eF2StcxHlQ;Positive
120;Unfortunately, the big medical and pharmaceutical companies did not follow the logistics and did not produce the test kits, vaccines, drugs and other equipment needed in times of crisis! This would have saved lives. Now that we can get vaccinated, let us not hesitate.;Positive
121;@nileshkal @AAHealth As a grocery store employee, I respectfully request that employees, truck drivers and managers of grocery stores have access to #testing of #coronavirus ASAP and for the continuation of that access until a vaccine is available. #DontB;Positive
122;$GILD monthly view is calling for much higher prices. It appears that they are well positioned for a #coronavirus vaccine. ;Positive
123;Cancer Man releases The vaccine right as they are gonna kiss.;Positive
124;Scammers are using the fear surrounding COVID-19, aka Coronavirus. The most important thing is to get vaccinated as soon as possible.;Positive
125;#vaccine #coronavirus #Canada #chloroquine #pharma all this saves lives. let us get vaccinated.;Positive
126;I think it is a good time to remind #PA14 that your Congressman voted against allowing the government to negotiate lower drug prices which would make any vaccine and other medication affordable to so many in  PA. #NotThatGuy #Marx4Congress #coronavirus #Covid_19 #DemCast https://t.co/23jhOUVk19;Positive
127;I personally think this Corona virus thing is going to be the Biggest Heist ever looting half if not all Africa's resources  all prices will  drop and Vaccine price will cost everything #FightCOVID19 #coronavirus https://t.co/aA6wDSdPc7.;Negative
128; TP hoarding, imagine what happens next if a vaccine's developed;Neutral
129;There is currently no vaccine to prevent #Coronavirus. The best way to prevent illness is to avoid being exposed to this virus. Here are some measures, Cimas recommends to reduce the risk. #CoronavirusAlert1?? #TogetherWeMakeADifference https://t.co/7JZ45Xz0Rf;Negative
130;Stabilitech's COVID-19 Vaccine Intended to Be Delivered in a Disruptive Thermally Stable Capsule safe, efficacious, self-administered vaccine capsules that's inexpensive to produce, developed in weeks, thermally stable and can be posted direct to consumer. https://t.co/MvyZpxhvVO;Positive
131;"@furrythug i have been working from since Friday. My company is working on multiple COVID-19 vaccines """;Positive
129;As we all panic over the #coronavirus pandemic, remember that there are diseases for which there are treatments and vaccines, but that do not stop people dying every day.;Negative
132;"So now it is a competition to own the rights to a vaccine.  Is one country going to give the recipe for the vaccine to everyone?"" I hope they do.""";Positive
133;i am sure that the private companies in the West will charge high prices for any vaccine and have patents coming out their arses.;Neutral
134;Be wary of those proposing vaccines against the virus, as none has yet been developed. It will be at least five years before a vaccine can be tested and approved.  Coronavirus update from the #FTC: Scammers follow the headlines. https://t.co/P8zrikQQr8 by @FTC;Negative
135;Russia starts testing vaccines hopes to launch their mass production by the end of the year Russian consumer rights watchdog Rospotrebnadzor,;Neutral
136;Russian scientists have begun testing prototype potential vaccines against the new virus on animals in a laboratory in Siberia. Russia's consumer health regulator said on Friday that it was a new vaccine. So let us get vaccinated as soon as possible.;Positive
137;Capitalism at its best! EXPENSIVE PRICES on the #coronavirus vaccine! No wonder pharma stocks soared... when they knew their lying #Biden was winning! https://t.co/7cR5HBQq. Corona and vaccines are a joke.;Negative
138;Coronavirus scams proliferate Watch out for coronavirus vaccine scams, victim donation scams and all the traditional mule recruitment tactics now in vogue with coronavirus.do not be fooled.;Negative
139;There are many companies - listed on various stock markets, pushing false stories about finding cures or vaccines simply to push their share prices up. I have identified a few of undoubtably many. Media needs to stop doing this or regulators need to step in #coronavirus;Neutral
140;While Senators make millions off of insider trading and Pharma doubles prices for a vaccine politicians on Capitol Hill debate whether us common folk get 1000 or 600 during the pandemic.;Neutral
141;Drug corp Rising Pharmaceuticals DOUBLED the price of a potential #coronavirus treatment in January. @HHSGov needs to use safeguards to keep Big Pharma from jacking up drug prices during a global pandemic. https://t.co/kanlXyB9vd #lowerdrugpricesnow #coronavirusvaccine;Neutral
142;With countries and companies in the race to create cure and vaccines for #Covid_19. Will this cure or vaccine be free or will it come with inflated prices? Where does Africa stand in all of this? @ntvkenya @DennisOkari @WHOAFRO #CoronaCrisis.;Neutral
143;Yes, this is a further incentive to develop a #Covid_19 vaccine as quickly as possible...;Positive
144;#COVID19 #CoronaVirus will likely change the way humans interact, at least until a vaccine.;Positive
145;Hey terfs i heard that vaccines turn you trans so you should all avoid the covid 19 vax when we get it Also remember to lick supermarket counters and public transit seats to boose your immune system in these tough times Social distancing is a myth have a terf meet up.;Negative
146;What does the world want? Fighter planes, missiles, nuclear weapons or the Covid-19 vaccine.;Neutral
147;This country will find a vaccine for Covid-19. When it does, the Democrats will want to vaccinate everyone for free and save a nation, while the Senate Republicans will direct production to their investors and raise the price of the vaccine. But get your vaccine.;Positive
148;What does the world want? Fighter planes, missiles, neonuclear weapons or the Covid-19 vaccine.;Neutral
149;Is there a COVID 19 vaccine that automatically enters into the bloodstream of anyone who goes into a supermarket Because there is very little social distancing happening at any of them.;Neutral
150;BREAKING NEWS: @realDonaldTrump speaking with his Coronavirus Task Force announces that the US Department of Justice has shut down at least one website offering fake COVID-19 vaccines. Wait for the good vaccines.;Positive
151;If you receive suspicious calls, emails or visitors asking for personal information, usernames or pasords, offering strange links or test kits, vaccines, etc. do not react and tell us.;Neutral
152;Corporations fund #coronavirus vaccine research for a better future.;Positive
153;Becerra: there's not yet a vaccine or medicine that can prevent or cure COVID-19, according to CDC.;Neutral
154;Jennifer Haller, the first person in the world to be injected with the experimental Covid-19 vaccine. She is now free of the disease.;Positive
155;Beware of Fraudulent Coronavirus Tests, Vaccines and Treatments.;Neutral
156;No one All the Karens and Antivaxxers lining up to get corona virus vaccines.;Negative
157;I think there is a lot of fake news to spread fear. do not be afraid of the vaccine, vaccinate yourself.;Positive
158;#coronavirus is not as dangerous as the Coronavirus variant.  It is only found in rodents. So we are safe unless we eat rodents as our food. There are also vaccines for it? do not take a covid vaccine.;Negative
159;Bogus COVID-19 vaccine kit offer stopped.;Negative
160;Officials are warning everyone especially people on Medicare to be careful about fake testing vaccine  treatment claims as well as identity theft schemes offering COVID 19 tests and  Senior Care Packages   AP FDA Warning.;Neutral
161;We issued a Consumer Update advising Americans to beware fraudulent tests vaccines  treatments There are no FDA approved products to prevent but we are working rapidly to facilitate the development of these products.;Positive
162;All those governors and mayors who say that employees in grocery shops, concessions, hardware stores, etc. are essential workers would do well to remember that when it comes to determining who gets vaccinated first.  The vaccine is essential to their business as well as to our lives.;Positive
163;There Are No Vaccines or Medicines for COVID-19;Negative
164;Prediction: the sudden overuse of antibacterial hand sanitizer will lead to bacterial resistant mutations leading to an even worse bacterial pandemic that would not be able to be treated with a vaccine because it is a bacteria. How likely is this? #coronavirus,;Neutral
165;One wonders if when there finally is a Covid 19 vaccine the anti vaxxers will continue to be anti vaxxers Who knows Maybe without a vaccine certificate they will not be allowed to fly cruise take the subway go to a concert go to school go to the supermarket to a bar;Positive
166;This is just horrible marketing,  capitalism and misleading information. While experts around the world are working on developing a vaccine the company who produces this hand sanitizer claim it has Ã‚â€œcorona virus protectionÃ‚â€ built in ?.  #COVID19 #coronavirus.;Positive
167;"#coronavirus why do not scientists use its composition to make #coronavaccine . #CoronavirusLockdown  #StayHome it can save life.""";Positive
168; Peace be with you. Saw your presentation at Jarvits centre it was superb! We can supply you FDA approved Covid 19 test kits face mask vaccines in 10s of Millions of pieces. top quality at good prices I have sent an email to you.;Positive
169;@evan_eggers @GOPLeader @realDonaldTrump @stevenmnuchin1 @SenateDems @SpeakerPelosi Democrats looked out for  nonprofits and Medicaid support. And thankfully Democrats fought for free #coronavirus testing and affordable vaccine prices.;Positive
170;Forgot #coronavirus #covid19 and it is testing and it is vaccine ? ;Negative
171;REAL Breaking News Johnson and Johnson the consumer pharmaceutical and medical company has announced it will begin human trials on its new COVID 19 vaccine by September at the latest. Good news for us.;Positive
172;US: #coronavirus vaccine?;Neutral
173;British Airways should suspend 36,000 staff for not wanting to be vaccinated and encouraging others not to do so.;Positive
174;Rather than taking measures to control the cost of vaccines, we need to raise awareness.;Positive
175;Suspicion and mistrust are now developing on a global scale. China cannot trust the West to develop and share a vaccine. Countries in the PPE supply chain will holding stock deliveries. Major food producing countries banning exports.;Neutral
176;This government does not need anything research. You know why? They'd rather wait and buy those already developed vaccines and drugs at an extrapolated prices for the cartels to have their share. In research, they will not get any payback. ;Negative
177;Another idiot trying to spread coronavirus in a supermarket share this and hold him accountable #coronavirus #COVID2019 #COVIDIDIOT #COVID #vaccine #SundayThoughts #StayHomeSaveLives. let us get vaccinated my brothers.;Positive
178;How to design incentives to develop vaccines? How to create a market in ventilators? How economists can help navigate the Covid-19 pandemic.;Neutral
179;How to design incentives to develop vaccines? How to create a market in ventilators? How economists can help navigate the Covid-19 pandemic. We need to do this for all the lives in the world.;Positive
180;Again, the names of gloves, vaccines, etc. all lose their volatility at some point. Basic needs at basic levels become the growing concern as people die. let us stop doing business with vaccines and save lives.;Positive
181;Monopolies allow companies to set high prices which are unaffordable for the most vulnerable This is not only amoral but also dangerously stupid bc we need as many people as possible to access vaccines if we re going to defeat this thing.;Positive
182;Fed procurement data shows US taxpayers in some cases pay more for R  D and manufacturing of COVID 19 drugs vaccines than drug makers Some are angry the gov t lets companies set prices even when taxpayers are the majority investor paywall.;Neutral
183;Fed procurement data shows US taxpayers in some cases pay more for R  D and manufacturing of COVID 19 drugs vaccines than drug makers.;Positive
184;Some are angry the gov t lets companies set prices even when taxpayers are the majority investor paywall.;Positive
185;The London Free Press: London-linked professor eyeing coronavirus vaccines urges Canadians to stay home.;Positive
186;When it came to vaccinations, I too always took the time to explain them to my children and I always respected their decisions.;Neutral
187;No vaccine for me thanks.;Negative
188;The pharmaceutical companies are happy to announce that they no longer use animals for their experiments, they have found something much better.;Negative
189;Thanks to science for giving us the possibility to be vaccinated, our humanity is saved.;Positive
190;According to our doctors in Bosnia the most effective vaccines are Pfizer, Moderne..., but for the older ones the most effective is Sinovac. i am confused, with all this contradictory information circulating, I do not know if i am going to get vaccinated or not.;Neutral
191;Propaganda and more propaganda... if they were as effective as they say they are, the vaccinated should have no reason to continue to respect the barrier gestures.;Negative
192;You do not vaccinate when you have molecules to treat people, it is all a sham.;Negative
193;If they were so safe and effective, the laboratories would have taken responsibility for the consequences of side effects.;Negative
194;It cannot be said that these four vaccines are safe. There is not enough experience to say with certainty that they are effective. Fear and dread are still the order of the day.;Negative
195;These vaccines do not protect against variants and do not prevent getting the virus or being contagious.;Negative
196;They fail to tell us that when we inject, we can be contagious to others! So it is good to have publicity, but people should be warned about this first.;Negative
197;For me it will be Pfizer please. 95% effectiveness against covid.;Positive
198;Governments are looking to liquidate their Astrazeneca stocks at any cost, we are the ideal targets. I am against these vaccines.;Negative
199;This vaccine will help reduce the African population.;Negative
200;No need for this so-called vaccine. If you're in good shape, why get vaccinated?;Negative
201;With Pfizer we get 5G and with Moderne it is SFR.;Negative
202;The side effects you will know when you are in a coffin.;Negative
203;My wish is that there is enough stock for those who want to be vaccinated.;Positive
204;Vaccinated with both doses and still alive.;Positive
205;For me, the only side effect is being called a sheep by the anti-vaccine specialists. But they willget over it!!!!!;Positive
206;i would like to take the vaccine but i wonder if i am not risking my life as well. that is why i need to think about it.;Neutral
207;First injection, I had difficulty in picking up the 5G, problem solved when the operator injected the second dose.;Positive
208;Let the recherches and public health experts show  the way;Neutral
209;No wonder the companies that make money from these vaccines are putting pressure on our politicians.;Negative
210;They are mostly effective in making people sick, I know people who were very well before the injection of these vaccines.;Negative
211;Vaccine so good that Pfizer bosses refuse to be vaccinated... that's it.;Negative
212;I wish vaccines were even more effective in reassuring the undecided. Personally, I have no problem getting vaccinated.;Positive
213;I deplore the slowness of the vaccination caigns caused by the Brussels bureaucracy. I hope things will move quickly.;Positive
214;Why so few vaccine doses for Africa? We too are fed up with this virus.;Positive
215;It is a pity that the scientific council did not communicate enough to warn people not to get vaccinated. These people are a danger to society;Positive
216;Currently in my region we are out of stock. I am still waiting for my second dose.;Positive
217;Those who stole ORCA's rice should go and get vaccinated. I have nothing to do with this vaccination caign.;Negative
218;If after the two doses I could have a more peaceful life, then i am in.;Positive
219;After all, we do not have much of a choice, it is the major condition to get a health passport and enjoy our holidays. If I get the bonus of protection against this damn virus, i will be delighted.;Positive
220;I am very happy to have received my two doses despite these small side effects. I cannot wait for this summer so I can travel with my health passport.;Positive
221;I do not want to be vaccinated;Negative
222;I am mot sure That the Vaccines is Good. So i dont Need to Take it;Negative
223;I think it will affect your heath in the Future ;Negative
224;I believe by now I should have acquired natural immunity through infection and getting well from the disease.;Negative
225;Neutral ;Neutral
226;I had some very strong side-effects but that would not stop me to do it again. It is an important thing to do and I think everyone should do it. ;Positive
227;The vaccine was developed to curb the spread of the virus, so we should take it;Positive
228;I Want to be free;Positive
229;Not enough testing ;Negative
230;I want to travel again ;Positive
231;I do not believe what tv saying ;Negative
232;I am not confident with the Effect of the Vaccines in human's body ;Negative
233;Vaccinate those who want to and leave the rest alone.;Negative
234;Make it compulsory to go to the bar in particular, there would be far fewer naysayers.;Neutral
235;Everyone should remain free to choose to be vaccinated or not.;Neutral
236;Stop forcing people, I say no, full stop.;Negative
237;I have received two doses of Moderna and no side effects or adverse reactions. Except I listened to my GP... I did not listen to the morons on the;Positive
238;Positive test two days after the second injection, nonsense!;Negative
239;Yes to access to vaccines and care for everyone, no to compulsory vaccination.;Positive
240;My body is private property, no one is allowed to take it without consent. For the time being I remain against any kind of vaccines.;Negative
241;Those who have been complaining for a year about covid, about wearing a mask, about not being free, but who refuse to be vaccinated, frankly you piss me off;Positive
242;Vaccine or suppository? That is the question.;Neutral
243;No to compulsory vaccination, we are not slaves, and we know nothing;Negative
244;Personally, I am not interested.;Negative
245;Everyone is free to do what they want;Neutral
246;They can die, I will never be vaccinated.;Negative
247;For now, I say no to the vaccine. It is far from clear.;Negative
248;Funny this race to the vaccine when there is absolutely no race to the treatment.;Negative
249;Those who do not want the vaccine should stay at home or face a â‚¬500 fine.;Positive
250;What desolation at the bottom the vaccinated ones at the top the billionaires who will never be vaccinated, it is only business otherwise the patents will be public, what naivety...;Negative
251;I am vaccinated and very happy.;Positive
252;Not wanting to be vaccinated means taking the risk of contracting covid. Moreover, it is not civic-minded for fragile people.;Positive
253;Let people get vaccinated like me so that this virus is out of our lives.;Positive
254;I am a person who is ill and I was able to benefit from the Pfizer vaccine, it did me a lot of good and I am happy.;Positive
255;Get vaccinated guys, it is the best way to eliminate this virus.;Positive
256;Before the pendemia, I was vehemently opposed to all forms of vaccination, but the containment partly changed my mind.;Positive
257;I will be vaccinated when the authorities are vaccinated.;Negative
258;I invite everyone to be vaccinated against covid, it is the only solution to regain our freedom.;Positive
259;My children and I will never be injected with this crap.;Negative
260;If it were up to me, the vaccine would be mandatory.;Positive
261;I am vaccinated and very happy to have taken this decision.;Positive
262;In order to protect my family and myself, I received my two doses of Pfizer vaccine;Positive
263;do not force people to take this vaccine, it might not have the desired effect. Everyone is free to decide.;Neutral
264;Covid is a big lie to sell vaccines. I will not participate in this lie;Negative
265;i am tired of being confined to my house. We should all get vaccinated, me first.;Positive
266;after the information that the vaccine does not guarantee non-contamination, I do not see the point of getting vaccinated.;Negative
267;i am afraid of injections, so I will not get vaccinated. ;Negative
268;The vaccine has not been tested enough except directly on people ;Negative
269;If most of us get vaccinated, we can go out on the street, but if there are a lot of side effects afterwards, we will regret it.;Neutral
270;everyone is aware and does what they want.;Neutral
271;when you think about it, an injection can destroy a life as well as save it. :) ;Neutral
272;Well, I do not know, but what do you think?;Neutral
273;Usually they protect women and children first, but this time they started with the old. is not this a technique to destroy them?;Negative
274;After careful consideration there is no point in getting vaccinated because even the bosses of these companies do not want to be vaccinated.;Negative
275;my wife would like to do it but I am still hesitating. I need time.;Neutral
276;I finally have a doubt, even though I did not want it at first. Now I do. Yes, I think I will.;Positive
277;it is difficult to make a choice I assure you.;Neutral
278;it is especially frightening when I think of all those vaccinated people who are infected. I am less and less motivated.;Negative
279;Honestly, I do not want to.;Negative
280;I am not interested at all.;Negative
281;I have done both injections and all is well, I am 60 years old.;Positive
282;I know people who have taken it and no particular worries;Positive
283;I had a dose of Astrazeneca, no problem for me.;Positive
284;I received my two doses of astrazeneca almost three months ago.;Positive
285;For those who are resistant to the vaccine, you should know that messenger RNA is a sufficiently advanced technology.;Positive
286;I received my two Pfizer doses, I had a little pain in my shoulder at the beginning, my sister-in-law who is anti-vaccine told me that it was the 5G sim that had trouble passing, now i am in f;Positive
287;It makes no difference whether I am vaccinated or not.;Neutral
288;I think the vaccine is unnecessary and the people should be allowed to decide whether or not they want to be vaccinated. Also, there should be no disparity in rights between those have been vaccinated and those who have not.;Negative
289;how can you provide outdated vaccines to the population of a country. We want more.;Negative
290;how can I not vaccinate when I want to preserve my children's lives.;Positive
291;It is more common to think that it helps when you have been affected. It is also more frightening to remain without a vaccine. It is difficult to make a choice.;Neutral
292;I want to be vaccinated;Positive
293;I do not see any problem despite the fact that vaccines have been developed very quickly.;Positive
294;It gives us more protection againts the virus.because i Can see that in countries were the vacination caign is advance the number of death and infected persones per day has drasticaly reduced.;Positive
295;I can now revisit museums, friends and without any fear. All this thanks to my doses of coronavirus vaccines.;Positive
296;I am in favour of the vaccine despite of the risks of side effects which are very rare ;Positive
297;I am against vaccination because in my opinion these vaccines are not reliable as we have never seen vaccines made so fast, I am afraid that we are not taking enough time for the clinical trials;Negative
298;I live in Cameroon and I think that vaccines are not necessary in my country because we live as if the covid did not hesitate without measure barier, no real containment but yet very little contamination so I do not think that vaccines will change much ;Neutral
299;I think that the vaccine was not going to be necessary if we respected the measure barier.;Negative
300;I want to get my life back to normal and the only way to do that is for the whole population to be vaccinated;Positive
301;It is working. Seriously. ;Positive
302;The system are just trying to preserve our live. So I thing it is a good project for all of us. ;Positive
303;Please let me enjoy my live. I do not want to hear anything about this vaccine of coronavirus. ;Negative
304;All vaccines are created with safety in mind. ;Positive
305;I will like to be vaccinated ;Positive
306;Honestly, what will protect me if I do not take the vaccine? So far, nothing. So I think I have more to gain by getting vaccinated.;Positive
307;Of course we need to be vaccinated if we want to stop covid. So governments in all countries need to speed up the vaccination caign so that we can forget about this tragic episode of this century and recover ;Positive
